########### array before sorts ###########
0	-60.748431	83.789969	-60.808576	84.043992	n
1	-60.808576	84.043992	-60.932418	84.273793	n
2	-60.932418	84.273793	-61.111517	84.463711	n
3	-61.111517	84.463711	-61.333668	84.600804	n
4	-61.333668	84.600804	-61.583731	84.675728	n
5	-61.583731	84.675728	-61.844666	84.683379	n
6	-61.844666	84.683379	-62.098689	84.623233	n
7	-62.098689	84.623233	-62.328490	84.499392	n
8	-62.328490	84.499392	-62.336950	84.493219	n
9	-62.336950	84.493219	-82.080495	65.480302	n
10	-82.080495	65.480302	-96.230391	42.005228	n
11	-96.230391	42.005228	-103.822345	15.667786	n
12	-103.822345	15.667786	-104.338978	-11.737172	n
13	-104.338978	-11.737172	-97.745081	-38.342043	n
14	-97.745081	-38.342043	-84.490019	-62.333749	n
15	-84.490019	-62.333749	-65.477102	-82.077295	n
16	-65.477102	-82.077295	-42.002029	-96.227191	n
17	-42.002029	-96.227191	-15.664586	-103.819145	n
18	-15.664586	-103.819145	11.740372	-104.335778	n
19	11.740372	-104.335778	38.345243	-97.741881	n
20	38.345243	-97.741881	62.336949	-84.486819	n
21	62.336949	-84.486819	82.080495	-65.473902	n
22	82.080495	-65.473902	96.230391	-41.998829	n
23	96.230391	-41.998829	103.822345	-15.661386	n
24	103.822345	-15.661386	104.338978	11.743572	n
25	104.338978	11.743572	97.745082	38.348443	n
26	97.745082	38.348443	84.490020	62.340149	n
27	84.490020	62.340149	65.477102	82.083695	n
28	65.477102	82.083695	62.336950	84.493219	n
29	62.336950	84.493219	62.108457	84.619460	n
30	62.108457	84.619460	61.855078	84.682262	n
31	61.855078	84.682262	61.594077	84.677345	n
32	61.594077	84.677345	61.343243	84.605043	n
33	61.343243	84.605043	61.119669	84.470284	n
34	61.119669	84.470284	60.938591	84.282252	n
35	60.938591	84.282252	60.812349	84.053760	n
36	60.812349	84.053760	60.749547	83.800381	n
37	60.749547	83.800381	60.748431	83.789969	n
38	60.748431	83.789969	59.501744	78.525526	n
39	59.501744	78.525526	56.934999	73.763131	n
40	56.934999	73.763131	53.223115	69.827333	n
41	53.223115	69.827333	50.000000	67.669069	n
42	50.000000	67.669069	24.397406	57.874463	n
43	24.397406	57.874463	-2.867831	55.040041	n
44	-2.867831	55.040041	-29.937630	59.358962	n
45	-29.937630	59.358962	-50.000000	67.669069	n
46	-50.000000	67.669069	-54.380308	70.844205	n
47	-54.380308	70.844205	-57.789576	75.044857	n
48	-57.789576	75.044857	-59.995466	79.984759	n
49	-59.995466	79.984759	-60.748431	83.789969	n
50	-83.530969	-51.113381	-73.559759	-45.356500	n
51	-73.559759	-45.356500	-73.077410	-45.156696	n
52	-73.077410	-45.156696	-72.559784	-45.088541	n
53	-72.559784	-45.088541	-72.042155	-45.156679	n
54	-72.042155	-45.156679	-71.559800	-45.356467	n
55	-71.559800	-45.356467	-71.145589	-45.674291	n
56	-71.145589	-45.674291	-70.882081	-45.999800	n
57	-70.882081	-45.999800	-56.563144	-62.777106	n
58	-56.563144	-62.777106	-38.389825	-75.276724	n
59	-38.389825	-75.276724	-17.600608	-82.646827	n
60	-17.600608	-82.646827	-13.091219	-83.479759	n
61	-13.091219	-83.479759	-12.581586	-84.391167	n
62	-12.581586	-84.391167	-11.853427	-85.139615	n
63	-11.853427	-85.139615	-10.956367	-85.674099	n
64	-10.956367	-85.674099	-9.951540	-85.958194	n
65	-9.951540	-85.958194	-8.907421	-85.972541	n
66	-8.907421	-85.972541	-7.895167	-85.716161	n
67	-7.895167	-85.716161	-6.983761	-85.206526	n
68	-6.983761	-85.206526	-6.235313	-84.478368	n
69	-6.235313	-84.478368	-6.088669	-84.280350	n
70	-6.088669	-84.280350	6.088669	-84.280350	n
71	6.088669	-84.280350	6.790864	-85.053211	n
72	6.790864	-85.053211	7.669163	-85.617995	n
73	7.669163	-85.617995	8.663710	-85.936214	n
74	8.663710	-85.936214	9.706731	-85.986183	n
75	9.706731	-85.986183	10.727144	-85.764495	n
76	10.727144	-85.764495	11.655411	-85.286258	n
77	11.655411	-85.286258	12.428271	-84.584064	n
78	12.428271	-84.584064	12.993055	-83.705766	n
79	12.993055	-83.705766	13.091219	-83.479759	n
80	13.091219	-83.479759	34.249670	-77.248393	n
81	34.249670	-77.248393	53.074366	-65.753143	n
82	53.074366	-65.753143	68.282437	-49.777394	n
83	68.282437	-49.777394	70.882081	-45.999800	n
84	70.882081	-45.999800	71.221022	-45.602685	n
85	71.221022	-45.602685	71.651196	-45.306825	n
86	71.651196	-45.306825	72.143285	-45.132383	n
87	72.143285	-45.132383	72.663756	-45.091247	n
88	72.663756	-45.091247	73.177140	-45.186220	n
89	73.177140	-45.186220	73.559759	-45.356500	n
90	73.559759	-45.356500	83.530969	-51.113381	n
91	83.530969	-51.113381	83.945181	-51.431233	n
92	83.945181	-51.431233	84.263015	-51.845458	n
93	84.263015	-51.845458	84.462810	-52.327830	n
94	84.462810	-52.327830	84.530950	-52.845477	n
95	84.530950	-52.845477	84.462791	-53.363121	n
96	84.462791	-53.363121	84.262979	-53.845486	n
97	84.262979	-53.845486	84.215269	-53.923909	n
98	84.215269	-53.923909	67.390163	-73.883142	n
99	67.390163	-73.883142	45.972530	-88.807624	n
100	45.972530	-88.807624	21.421946	-97.680275	n
101	21.421946	-97.680275	-4.588509	-99.896439	n
