########### array before sorts ###########
0	-60.750391	83.789169	-60.810499	84.043203	n
1	-60.810499	84.043203	-60.934307	84.273023	n
2	-60.934307	84.273023	-61.113379	84.462968	n
3	-61.113379	84.462968	-61.335511	84.600094	n
4	-61.335511	84.600094	-61.585564	84.675055	n
5	-61.585564	84.675055	-61.846498	84.682744	n
6	-61.846498	84.682744	-62.100531	84.622635	n
7	-62.100531	84.622635	-62.330351	84.498827	n
8	-62.330351	84.498827	-62.338950	84.492550	n
9	-62.338950	84.492550	-82.082906	65.479109	n
10	-82.082906	65.479109	-96.233062	42.003422	n
11	-96.233062	42.003422	-103.825108	15.665319	n
12	-103.825108	15.665319	-104.341659	-11.740300	n
13	-104.341659	-11.740300	-97.747513	-38.345789	n
14	-97.747513	-38.345789	-84.492049	-62.338028	n
15	-84.492049	-62.338028	-65.478606	-82.081984	n
16	-65.478606	-82.081984	-42.002919	-96.232140	n
17	-42.002919	-96.232140	-15.664816	-103.824186	n
18	-15.664816	-103.824186	11.740803	-104.340737	n
19	11.740803	-104.340737	38.346292	-97.746591	n
20	38.346292	-97.746591	62.338531	-84.491127	n
21	62.338531	-84.491127	82.082487	-65.477684	n
22	82.082487	-65.477684	96.232643	-42.001997	n
23	96.232643	-42.001997	103.824689	-15.663895	n
24	103.824689	-15.663895	104.341240	11.741725	n
25	104.341240	11.741725	97.747094	38.347214	n
26	97.747094	38.347214	84.491630	62.339452	n
27	84.491630	62.339452	65.478188	82.083409	n
28	65.478188	82.083409	62.337950	84.492978	n
29	62.337950	84.492978	62.109449	84.619216	n
30	62.109449	84.619216	61.856062	84.682014	n
31	61.856062	84.682014	61.595056	84.677091	n
32	61.595056	84.677091	61.344218	84.604783	n
33	61.344218	84.604783	61.120642	84.470016	n
34	61.120642	84.470016	60.939564	84.281976	n
35	60.939564	84.281976	60.813324	84.053477	n
36	60.813324	84.053477	60.750526	83.800090	n
37	60.750526	83.800090	60.749409	83.789678	n
38	60.749409	83.789678	59.502904	78.524794	n
39	59.502904	78.524794	56.936220	73.761925	n
40	56.936220	73.761925	53.224273	69.825654	n
41	53.224273	69.825654	50.001038	67.667069	n
42	50.001038	67.667069	24.402809	57.870909	n
43	24.402809	57.870909	-2.858614	55.033856	n
44	-2.858614	55.033856	-29.925410	59.349248	n
45	-29.925410	59.349248	-50.002231	67.664809	n
46	-50.002231	67.664809	-54.382806	70.840876	n
47	-54.382806	70.840876	-57.792089	75.042497	n
48	-57.792089	75.042497	-59.997743	79.983339	n
49	-59.997743	79.983339	-60.750391	83.789169	n
50	-68.344431	-42.348459	-58.782300	-36.827781	n
51	-58.782300	-36.827781	-58.299920	-36.627987	n
52	-58.299920	-36.627987	-57.782266	-36.559850	n
53	-57.782266	-36.559850	-57.264615	-36.628014	n
54	-57.264615	-36.628014	-56.782245	-36.827833	n
55	-56.782245	-36.827833	-56.368028	-37.145690	n
56	-56.368028	-37.145690	-56.118722	-37.449650	n
57	-56.118722	-37.449650	-44.511799	-50.699661	n
58	-44.511799	-50.699661	-29.871016	-60.494098	n
59	-29.871016	-60.494098	-23.791491	-63.133372	n
60	-23.791491	-63.133372	-23.331147	-63.379690	n
61	-23.331147	-63.379690	-22.950240	-63.736763	n
62	-22.950240	-63.736763	-22.674730	-64.180255	n
63	-22.674730	-64.180255	-22.523392	-64.679942	n
64	-22.523392	-64.679942	-22.496822	-65.004872	n
65	-22.496822	-65.004872	-22.496822	-76.670541	n
66	-22.496822	-76.670541	-22.564975	-77.188181	n
67	-22.564975	-77.188181	-22.764780	-77.670543	n
68	-22.764780	-77.670543	-23.082622	-78.084756	n
69	-23.082622	-78.084756	-23.496840	-78.402592	n
70	-23.496840	-78.402592	-23.979206	-78.602390	n
71	-23.979206	-78.602390	-24.496847	-78.670534	n
72	-24.496847	-78.670534	-25.014487	-78.602382	n
73	-25.014487	-78.602382	-25.105581	-78.575641	n
74	-25.105581	-78.575641	-44.588421	-69.398683	n
75	-44.588421	-69.398683	-61.032227	-55.491893	n
76	-61.032227	-55.491893	-69.017822	-45.175850	n
